Meme Number,Topic of the Meme,Sentiment,Intent,Description
5601,Entertainment,Positive,Satirical,"Teacher :- Taj Mahal Kisne Banaaya hai ?? Me :- Kyun, Sahi nahin banaya kya? the losercompany Whole Class : teacher:"
5602,Entertainment,Positive,Relatable,"Me, When my relatives use my name in their conversation nalaiq ? .com/iNalaiq"
5603,Education,Positive,Relatable,ENGINEER IN PROGRESS 23 %
5604,Entertainment,Positive,Satirical,:l 1 6 hmm LE HUL HMM ... 15 99-1
5605,Entertainment,Positive,Relatable,When my sis wants clothes. Me: neevi neevi hoke chali jaa
5606,Politics,Neutral,Informative,
5607,Entertainment,Positive,Satirical,Twinkle Twinkle little star treat people aukat anusaar ...
5608,Culture,Positive,Satirical,"Fashion ki maa behen karna .. T Koi inse sikhe, sikhe inse ·"
5609,Entertainment,Positive,Satirical,SON: DAD WHO IS A MAN. DAD: A MAN TAKES CARE OF HIS FAMILY SON: ONE DAY I'M GONNA BE A MAN MY MOM DAD:
5610,Entertainment,Positive,Satirical,when i take baby in my lap and baby starts crying .. Me: Maybe I am a monster
5611,Social Issues,Positive,Relatable,"Roses are red, Sky is blue, Meri zindagi mei kya ho raha hai, I have no clue ..."
5612,Social Issues,Positive,Relatable,"*My Life Is All About* ""Ab Kya Kar Diya Maine?"" ""Ab Kya Karu?"" Bewakoof"" com ""Ab Kya Hoga?"" ""Ab Ye Kya Ho Gaya?"""
5613,Entertainment,Positive,Satirical,"U hv black eyes. Is yr name Ruru? Why? Ye Kaali Kaali aankhein, tu ruru tu ruru"
5614,Entertainment,Positive,Satirical,WHO REMEMBERS THIS MF
5615,Entertainment,Positive,Relatable,IQRA ... Mom: I'll come Home in 1 Hour. Tameez sy or pyar sy rahna !!! Me and my sister:
5616,Entertainment,Positive,Satirical,SONY HONY Goli beta masti nahi
5617,Entertainment,Positive,Satirical,Majnu bhai not coming slow Google greatest painters of all time × Q ALL IMAGES NEWS VIDEOS MAPS ARTISTS Drawing - Renaissance France Pablo Majnu Leonardo Remb Picasso Bhai da Vinci 1881-1973 2007-Present 1452-1519 1606-
5618,Entertainment,Positive,Satirical,20 ... ... Mia Khalifa is looking for a Cook. Name a friend who is good at cooking.
5619,Social Issues,Positive,Satirical,Lateefon.Ki.Dunya
5620,Entertainment,Neutral,Satirical,chingri mach
5621,Entertainment,Positive,Satirical,
5622,Social Issues,Positive,Relatable,When students don't know the answer but still continues to write Answer sheet : Indya Speak Hago Mujhpe
5623,Social Issues,Positive,Satirical,When u add water to sanitizer to make it more Corona You Memes gala O KhabeesCrush
5624,Entertainment,Positive,Satirical,Noo_Mazak *When Ami says apne dosto se he kuch seekh lo* Inner me : Hain Astaghfirullah
5625,Education,Positive,Relatable,"PRE-IB: FOR MY SELF INITIATED CAS PROJECT, I'LL ORGANIZE A 2 WEEK HUMANITARIAN TRIP TO A LEDC WITH THE AIM OF TRULY MAKING A DIFFERENCE TO THEIR LIVES WITH MY COMMITMENT AND SUPPORT IB: SCREW THAT, I'LL JUST DO A CHARITY BAKESALE AND SEND THE MONEY OVER THERE"
5626,Entertainment,Positive,Satirical,#11. Il /SOY M 10:15 ® HD SiS 1d BABURAO MASTANI 10 + ®
5627,Entertainment,Positive,Relatable,Mujhe meri f& se or At neend cht yer pyaar hai ER mere Gharwale 3H rishte se ger nahi hai !!! 67-
5628,Entertainment,Positive,Satirical,100 -Problem? Problem ye hai ki tum bhot CUTE ho
5629,Social Issues,Positive,Satirical,
5630,Entertainment,Positive,Satirical,f Sachkadwahai Sachkadwahai Police : kya krte ho? Guy : Media se hoon Police : Konsi media? Guy : Social Media DL 4C AF 6:21 Reuters A. Abidi
5631,Social Issues,Positive,Relatable,"Papa ek chota sa Get Together rakha hai School mei Aap, Mein aur Chota sa Matlab ? Principal"
5632,Entertainment,Positive,Satirical,yakeen nahi hota ye wahi dimaag hai jo school se padhne ke baad tuition bhi padhne jaata tha
5633,Entertainment,Positive,Satirical,apun hurt hogaya
5634,Entertainment,Positive,Satirical,lon Cho Phoebe Cho Collins Jesus Condom
5635,Education,Neutral,Informative,"... a 13- (129 // T ,Ply} IG"
5636,Social Issues,Positive,Informative,"How it feels when you realize you went from ""A+ student"" to a ""as long as i pass"" student"
5637,Social Issues,Positive,Satirical,Every place needs this WALK RUN TEXT f Nawa_aya_soniya . 30 Jan 22 . for Android
5638,Social Issues,Positive,Relatable,When I'm on an intense phone call ***** M
5639,Entertainment,Positive,Satirical,Ye best friend kya hota hai IG Pookie Hai tu mera
5640,Social Issues,Positive,Satirical,235 C/JUM
5641,Entertainment,Positive,Satirical,Villain: I will destroy the world Hero: Where you gonna live Villain: DOOLA DOOY DoD. NARDWU THE HUM SERVIET AJ ALL AGESHI IG- .L.I.K.E.BRO
5642,Social Issues,Positive,Relatable,Someone : Jab Tum Subaha So Kar Uthte Ho To Khaane Ko Kya Milta Hai iG/.meme Me : Ghar Waalo Ke Taane
5643,Entertainment,Positive,Satirical,*Aajkal bahot *Parso bhi gaaliyan dene dungi lagi hai
5644,Entertainment,Positive,Informative,Aijazizangry VIaCO @/MemeMinati
5645,Social Issues,Positive,Relatable,ra /LOI WaliBaatein 2 le: f @/LOLWaliBaatein
5646,Entertainment,Positive,Satirical,chee chee chee
5647,Education,Negative,Satirical,"YOU HOMESCHOOL? HOW DO YOU TEACH YOUR KIDS TO BE SOCIAL? I LOCK THEM UP FOR 8 HOURS, MAKE FUN OF THEIR CLOTHES, PUSH THEM INTO LOCKERS, TEASE THEM FOR NOT CONFORMING AND THEN GIVE THEM AN IPAD SO WHEN WE GO OUT THEY DON'T HAVE TO INTERACT WITH ANYONE"
5649,Entertainment,Positive,Satirical,HOMEWORK KYON NAHI KIYA? SORRY SIR BHOOL GAYA PREETI KO TOH NAHI BHOOLTA
5650,Social Issues,Positive,Satirical,NAHI VRO VO MAI NAHI HOON @ SANKET ADMANE LEKIN MERE CLASS ME AISA EK BANDA HAI
5653,Entertainment,Positive,Satirical,School Wali Baatein SCHOOL WALL BAATEIN .wali.baatein Me posting ugly pictures of my best friend on his birthday . wali baatein *FRIEND
5654,Entertainment,Positive,Relatable,Itna dukh toh imagine bhi nahi kiya tha jitna zindagi mein mil rha hai.
5655,Technology,Positive,Relatable,Charger Mera iphone Me
5656,Entertainment,Positive,Relatable,Koi to hogi na sir .. Youare @ f ||GoVINDMEMER Jo shakal se nhi dil se pyar karegi ..
5657,Social Issues,Positive,Relatable,Rizvi Tweets Today's Reality. University Graduate Youtuber
5658,Education,Positive,Satirical,padhai chal rahi hai (Study is walking)
5659,Education,Positive,Satirical,LEAVE ME ALONE ! 445 10100 011010 100 00101 0110101 100 011 10100101010 101010 1001010100 1010010100101 1010101101011 10 0010010111 10101101010100 01 00 101 010 10 001 10 O I'M CODING!
5669,Education,Positive,Satirical,Teacher: acha batao murgi hume kya deti? Kid: anda Teacher: madhumakhi? Kid: honey Teacher: aur moti bhains? Kid: homework. TEACHER: KID:
5670,Education,Positive,Relatable,Me one night before the exams
5673,Education,Positive,Satirical,Me waiting for Shafqat Mehmood to announce further Vacations #ExamsCancelHoga
5676,Technology,Positive,Satirical,kya aap bhatsap use krti ho? BAN v IND 255-3 P3 41.1 OVERS NASUM NEED 2 RUNS FROM 53 BALLS
5677,Education,Neutral,Informative,"PLANX RBORN Don't Compare yourself with anyone in this World, If you do so, you're Insulting yourself - BILL GATES"
5679,Technology,Positive,Relatable,"thelosercompany [TLC] Bura waqt bhi katt jata hai, Bas phone full charge hone chahiye. #lostmindthought thelosercompanyofficial"
5681,Technology,Negative,Relatable,Me when the c.ai bot forgets the 2 hour lore was making:
5683,Education,Positive,Informative,"goose dont do meth, do math. itll fuck you up twice as much 13 FAVORITES ... swagbat: think i just found my new life motto"
5684,Education,Positive,Relatable,/s 3 _| 40 77 32% ( O Bestie online Today Agr ek aam ke ped pe 10 anar Ige h Or tmne 7 amrud tod liye to kitne angur bache 9 hathi 18:57 / Waah teko kese pta @ 18:58 Qki me aaj lunch me gobi ki sabji khayi thi 18:59 49 Moral- Roj brush kiya kro wrna Petrol mehnga ho jayega Q
5685,Technology,Positive,Satirical,Me : aaj to full preparation k sath jaunga. * in viva * Teacher : So what's your name? Me : Jabbah ...
5688,Education,Positive,Satirical,Nobody: PT sir trying to impress english Ma'am with his english: Promise water never coming down from your eye
5691,Social Issues,Neutral,Informative,His wife passed away during Childbirth. But he has taken responsibility for taking the child and college classes together. The real life Hero
5692,Entertainment,Positive,Relatable,Me: * falls asleep on arm* blood cells: let me in. LET ME IIIIH !!! IN
5693,Education,Positive,Relatable,DANIYAL Nobody English Teachers in Hindi Medium Schools : O You want maar?
5696,Culture,Positive,Satirical,"""Beta Ramzan ke bad kabhi nazar hi nahi aaye Masjid mein ?"""
5700,Culture,Positive,Satirical,"1st day of Ramadan me enter in masjid, Everyone: agaya mosami namazi Le me:"
5701,Entertainment,Positive,Satirical,NO AIRBAGS WE DIE REAL MEN IA EP
5702,Entertainment,Positive,Relatable,*me getting ready to propose my crush for the 10th time* Friend :- bhai self respect ka kya? Me :- wo to maine bech dali bhai
5703,Politics,Negative,Satirical,"If the United States saw what the United States is doing in the United States, the United States would invade the United States to liberate the United States from the tyranny of the United States No, no. He's got a point."
5705,Education,Positive,Relatable,NO LEGS COZ I CAN'T STAND THIS SEMESTER ANYMORE
5706,Culture,Positive,Satirical,"White Sauce Pasta sara ka sara · 21h White sauce pasta is my favourite Q 369 171,336 C 9,783 Faadivicâ nalaiq Replying to Pta nai hamare ghar in ko sawaiyan kun kehte hen .com/iNalaiq"
5707,Entertainment,Positive,Satirical,use of Brain Ayan
5709,Social Issues,Positive,Relatable,According to my parents: Every problem of me has only three solutions :- 1) subh jaldi utha karo 2)sari Hari sabziya khaya karo 3) is phone Ko Aag Laga de memer __ girl
5711,Entertainment,Positive,Relatable,Zindagi Me Har Kadam Pe Saath Dene Wala Doraemon memes Sirf aur Sirf Chappal Hota Hai
5712,Entertainment,Positive,Relatable,"alikhan .. When your friend start calling you ""AAP"" f Nawa_aya_soniya . 29 Jan 22 . for Android"
5713,Social Issues,Positive,Relatable,ghar pe chotay chotay bachon walay mehman aa gy
5716,Culture,Positive,Relatable,sharmajikalonda999 V Nobody literally nobody Girls in functional pics -
5722,Social Issues,Positive,Relatable,*Went to aunt's house* Aunty- Beta sharmao mat ise apna hi ghar samjho Me- * Takes another biscuit* Mom-
5723,Entertainment,Positive,Satirical,"n Me after beating my friend in Ludo ... 33700 Dil chota mat kar, national-level champion se hara hai tu"
5725,Education,Positive,Satirical,"Teacher : Could we live on Mars? Me, 12 years old science student: Carbon Oxygen dioxide boredpanda.com"
5726,Education,Positive,Satirical,"My teacher pointed me with his ruler an aid: ""At the end of his ruler there's an diot!"" got detention after isking which end"
5727,Politics,Positive,Satirical,(Gandhi After 2nd Slap ®) aconteft nhi Mitrr ®
5728,Education,Positive,Satirical,Kripya Dhyan Dein ... O ._. shivi Padhai PE Nahi Cutie Mujh par
5729,Entertainment,Positive,Relatable,Teri suggest ki hui series dekh li aur kya hint chahiye ??
5730,Education,Positive,Relatable,"Humour Central .teb Skills ke naam par, Mere paas bas Muskills hai !!! @ Written By - Ibfcr"
5732,Entertainment,Positive,Relatable,//ilawuwu I am SORRY pookie
5733,Culture,Positive,Relatable,Aamir Dil ne ye kaha hai dil se ek aur chai piye kya firse?
5736,Education,Positive,Relatable,Me: fully prepared for exam Question #1 oredpanda.com
5737,Culture,Neutral,Informative,Indians take paracetamol it is cadbury gems
5741,Education,Positive,Satirical,ZARA SA JHOOM LU MAIN? SODIUM RHENIUM SODIUM RHENIUM SODIUM 11 75 11 75 11 Na Re Na Re Na Sodium Rhenium Sodium 22.98976928 186.207 22.98976928 Rhenium 186.207 Sodium 22.98976928
5742,Entertainment,Neutral,Relatable,"me: : ""hey let's COM SHANTI OM main hoon ma Kabhi Khushi Farah That Ale Kabhie Gham ... watch"" -------- MOHABBATEIN KAL HO NAA HO VEER-ZAARA me: :"
5743,Entertainment,Positive,Satirical,Fancy Dress Competition Winner ! I ARGUED WITH MY WIFE
5746,Entertainment,Positive,Relatable,BESTFRIEND Bhai ghar baithe baithe paise kaise kamau ME Ghar bech de
5749,Entertainment,Positive,Satirical,HI HI GUY DUDE MILK
5750,Entertainment,Positive,Relatable,18PLUSBALAK Rabb nahi bana rahe hai jodi
5754,Education,Positive,Relatable,Literally No one: Pakistani Teachers When their Fav Student make Mistakes:
5756,Culture,Neutral,Informative,"In :- Leave him, He's not accused In Boys ... Relax! Usne maa ki kasam Kha li hai"
5757,Culture,Positive,Relatable,Talal Ahmed V Jab iftari ma hmare pasand ke cheezy bhan rhi hu Me and my brother:
5758,Technology,Positive,Relatable,Aaj hi join kiya tha office aur ChatGPT down ho gya Coding mai usi se hi karta tha TM APPPLCOMBINE GREATER THAN IDEAS
5759,Education,Neutral,Relatable,"As a college student my favorite words are ""free"" and ""cancelled"""
5763,Entertainment,Positive,Relatable,Random relative: beta apko mama zada psnd hyn ya papa Translate Tweet *5 Y/O me
5764,Entertainment,Positive,Satirical,Aloo Kaise diye? AISE ! !
5765,Technology,Positive,Satirical,Unupdated Apps when they see WiFi. me/Bakchedi
5766,Entertainment,Positive,Relatable,ASHOW_WRITEX
5767,Entertainment,Negative,Relatable,"Post Hasnat Pakistani C ... Kisi ne kaha tha 10th ke baad ke life halwa hai, Halwa kareley ka hai ye nahi batya. Translate post . 05 Jun 24 ·"
5769,Social Issues,Positive,Relatable,"... Ayesha Nadeem When someone says ""Or batao"" 4th time on call Me:"
5770,Social Issues,Positive,Relatable,"Calling everyone either ""he"" or ""she"" Calling everyone by their preferred gender pronouns Calling everyone ""comrade"""
5771,Culture,Positive,Satirical,*Relatives arrives at home* I serve them Parle-G biscuits Relatives: ye to hum kutto ko dete hai Me: Hum bhi Music
5773,Entertainment,Positive,Relatable,i love srk but i refuse to watch this movie fr DEN
5774,Entertainment,Positive,Relatable,yaha kasam khane wale nahi daru pine wale sach bolte hai
5776,Entertainment,Positive,Satirical,Khatam Ko English Me Kahte Hain End. - @| GOVINDMEMER Kya Tum Banoge Mere Husband ..
5778,Social Issues,Positive,Relatable,I want to start the conversation but don't know what to say
5780,Entertainment,Positive,Satirical,MAIN HOON REAL TIGER NAHI .. MAIN HOON AUR MAIN DHINCHAK POOJA
5781,Politics,Positive,Satirical,parliament LIVE LIVE ARY NEWS Wednesday
5785,Social Issues,Positive,Relatable,"Sha Yan Desi parents say "" tum ny abhi duniya nahi daikhi"" and then won't let you go out Translate Tweet"
5791,Education,Positive,Relatable,"* Students Anthem * INSTA/1_PAGAL_BABU Hum Honge All Pass Hum Honge All Pass 1 Din, Ho Ho ... 1_PAGAL_BABU Z Sote Hai Bindass, zZz Likhte He Bakwas, Karte He Timepass Fir Bhi Hai Vishwass ... Marks Milenge Jhakkas 1 Din"
5792,Technology,Positive,Informative,I LOST MY NOKIA IN 2005 FULLY CHARGED NOKIA 16:52 Menü L - 3 2 abd 4 6 gh 5 K mno 7 9 pqrs 8 tuv wxy. FOUND IT LAST WEEK AT 50%
5793,Culture,Positive,Satirical,If Ronaldo Was From UP / Bihar
5794,Education,Positive,Relatable,"puri zindagi beet jaegi par 'kal se pakka padhai shuru karenge"" wala kal kabhi nahi aaega"
5802,Social Issues,Positive,Relatable,
5803,Social Issues,Negative,Relatable,When you haven't done any of your chores and you hear the keys jiggling in the door ...
5804,Education,Positive,Satirical,"Dad, do you have talent to write in dark? Ofcourse son! Tell me what do you want me to write in dark? Your name on this piece of paper Report Card MATH F. SCIENCE: F ENGLISH: F SOCIAL SC Ok Sont Very easy. See! Repon Card MATH : F SCIENCE: F ENGLISH F SOCIAL SC: F Wow Dad. You are really talented Thanks Son!"
5807,Education,Positive,Satirical,2.7 K/s 0 1. = Photo . nemrah_ahmed _fanpage_ Hum kon hain? Namalians Humein kon pasand hai?' Hashim Kardar IG Aur badle mein baki Namalians humein Gaaliyan kya dete hain? ( Q + D
5808,Culture,Positive,Satirical,Burgers will hate on cricket all year lekin jaise he PSL shuro Ho. OMG I'M SO EXCITED I LOVE CRICKET
5810,Entertainment,Positive,Satirical,Badnaam Ladki v Me: Nind nahi aa rahi yaar kya karu? Friend: So jaa !! Me: Translate Tweet Wow Adi you are so smart Mumma will be so proud of you
5811,Entertainment,Neutral,Satirical,We Live In A Society Where 280 1500 970 20 20 O Bewakoof .com
5812,Social Issues,Positive,Relatable,Disappointment People: Doctor Pakistanis: Daxsaab.
5813,Social Issues,Neutral,Informative,"RJ Umar Tweets V Society Today .. - 2 Astaghfirullah Fashionoon Ko Kapray dekho iske. zor hai bas. Na Kia zamana aa sharm na haya. gya hai Huh O f : RJ Umar Tweets 3 4 Ye dekho, Toba Toba, itna bari ayi haajan bhi kia parda ab .."
5814,Social Issues,Neutral,Satirical,When you're winning the argument with facts and they start attacking you personally instead of addressing the topic
5815,Culture,Neutral,Informative,Pakistan 25 Paisa . | Pestage No one can beat Urdu when it comes to shayari<3
5816,Entertainment,Positive,Relatable,illegaltweets Bhai tera jo bhi matlab tha mai toh hurt ho gaya naa.
5817,Entertainment,Positive,Satirical,Sister : tujhe na adopt kiya hai ! Mai : agr khud ki aulaad tere jaisi nikle toh adopt hi karna padega na !! SARCASTIC.GUYY Sister : Mai : Papa : Maa :
5818,Social Issues,Positive,Satirical,TWO THINGS THAT NEVER GET OLD DARK HUMOR & UNVACCINATED CHILDREN.
5821,Education,Positive,Satirical,Say: seventeen Write: Solve. 4. Tani has 13 stickers. Jen gives him 10 more. How many stickers does Jack have? stickers 23 Who the hell is Jack?
5822,Social Issues,Positive,Satirical,Call me piyani hen
5823,Education,Positive,Relatable,Mom: Kaisa gaya paper? Me: Ye raaz bhi usi ke saath chala gaya
5825,Entertainment,Positive,Relatable,"When you say ""One More Episode"" VIA ANIMEBLOG Whoa. It's morning already ?!"
5826,Culture,Neutral,Informative,oh lord ! lead me to the path of that bazaar where i can find aesthetic desi fits
